From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s)
2020-03-15 06:00:00,2020-03-15 07:00:00,62.39,173.3,7.33,12.31,12.97,,9.7,0.46,2.03,0.0,0.37,,,,19.0,49.7,0.94,79.83,39.44,726.05,0.22
2020-03-15 07:00:00,2020-03-15 08:00:00,75.24,173.75,30.77,12.92,31.15,,9.55,0.17,3.57,0.0,0.38,,,,19.23,49.55,0.79,81.92,159.84,725.52,0.23
2020-03-15 08:00:00,2020-03-15 09:00:00,119.12,158.07,5.91,12.45,12.59,,10.55,0.7,3.42,0.0,0.03,,,,20.51,48.23,1.18,100.72,265.2,725.28,0.23
2020-03-15 09:00:00,2020-03-15 10:00:00,119.38,183.0,6.27,12.41,12.5,,6.58,1.37,2.55,0.0,0.26,,,,22.04,46.16,1.27,108.98,351.19,725.12,0.24
2020-03-15 10:00:00,2020-03-15 11:00:00,104.5,171.73,5.6,12.21,12.16,,7.24,0.75,5.12,0.0,0.0,,,,23.73,42.95,1.07,123.06,443.2,724.75,0.26
2020-03-15 11:00:00,2020-03-15 12:00:00,111.59,120.28,26.34,12.63,26.85,,7.12,0.31,3.29,0.0,0.45,,,,24.57,39.58,1.0,100.99,503.59,724.95,0.26
2020-03-15 12:00:00,2020-03-15 13:00:00,,,12.06,12.36,16.02,,9.77,0.4,3.9,0.0,0.42,,,,25.57,38.39,0.88,76.75,594.21,724.98,0.26
2020-03-15 13:00:00,2020-03-15 14:00:00,100.13,132.28,7.38,12.65,13.31,,6.98,2.05,11.58,0.0,0.28,,,,26.43,37.16,0.8,52.79,782.65,725.6,0.33
2020-03-15 14:00:00,2020-03-15 15:00:00,88.51,119.5,8.01,13.15,14.37,,7.94,1.76,24.44,0.0,0.02,,,,27.51,35.74,0.85,74.42,748.59,726.4,0.32
2020-03-15 15:00:00,2020-03-15 16:00:00,74.34,116.15,22.61,14.61,27.45,,9.3,0.27,26.37,0.0,0.26,,,,27.69,34.81,1.02,65.91,512.52,727.17,0.32
2020-03-15 16:00:00,2020-03-15 17:00:00,53.23,107.93,34.07,12.47,35.2,,11.63,0.56,58.02,0.0,0.0,,,,28.38,34.09,1.03,66.99,495.52,727.52,0.3
2020-03-15 17:00:00,2020-03-15 18:00:00,50.61,127.2,5.69,12.79,12.32,,6.24,2.12,57.97,0.0,0.0,,,,27.86,34.37,1.11,70.33,168.69,727.32,0.25
2020-03-15 18:00:00,2020-03-15 19:00:00,51.01,125.57,5.12,12.72,12.13,,5.81,2.17,62.92,0.0,0.56,,,,26.63,35.55,0.87,74.12,43.03,726.85,0.24
2020-03-15 19:00:00,2020-03-15 20:00:00,41.46,125.5,9.64,12.35,15.38,,8.94,0.61,46.23,0.0,0.63,,,,25.7,36.9,0.6,65.74,40.57,726.58,0.27
2020-03-15 20:00:00,2020-03-15 21:00:00,76.95,139.5,34.28,12.68,32.65,,7.69,0.51,57.23,0.0,0.36,,,,25.18,37.55,0.82,55.56,129.49,726.33,0.26
2020-03-15 21:00:00,2020-03-15 22:00:00,94.76,138.93,5.25,12.93,12.18,,3.51,1.93,48.55,0.0,0.0,,,,24.7,38.66,1.18,65.33,132.89,725.67,0.26
2020-03-15 22:00:00,2020-03-15 23:00:00,72.74,144.0,6.9,14.92,14.93,,3.57,2.95,23.78,0.0,0.0,,,,23.64,40.66,0.65,67.88,112.04,725.5,0.24
2020-03-15 23:00:00,2020-03-16 00:00:00,73.46,105.93,7.86,17.0,16.82,,6.65,2.21,7.87,0.0,0.37,,0.21,,23.11,41.79,0.56,84.73,185.98,725.83,0.22
2020-03-16 00:00:00,2020-03-16 01:00:00,102.15,109.6,24.75,17.68,29.08,,5.98,1.41,9.71,0.0,0.27,,,,22.62,42.37,0.84,86.69,156.22,726.25,0.22
2020-03-16 01:00:00,2020-03-16 02:00:00,,,9.02,17.71,18.06,,3.24,2.55,7.8,0.0,0.0,,,,21.88,43.81,0.65,79.85,100.73,726.23,0.22
2020-03-16 02:00:00,2020-03-16 03:00:00,68.04,120.05,9.43,18.48,18.93,,5.17,2.0,5.96,0.0,0.0,,,,21.37,44.82,0.6,80.07,39.57,726.4,0.22
2020-03-16 03:00:00,2020-03-16 04:00:00,60.07,97.85,11.17,18.98,20.56,,10.25,0.99,7.23,0.0,0.0,,,,21.0,45.96,0.66,78.54,39.1,726.7,0.22
2020-03-16 04:00:00,2020-03-16 05:00:00,54.76,101.3,42.34,18.97,44.62,,9.05,0.52,6.32,0.0,0.41,,,,20.47,47.37,0.78,81.0,144.32,726.95,0.22
2020-03-16 05:00:00,2020-03-16 06:00:00,84.25,88.65,12.75,17.19,20.6,,7.06,1.52,8.45,0.0,0.05,,,,20.28,48.36,1.01,89.88,48.96,726.65,0.22
2020-03-16 06:00:00,2020-03-16 07:00:00,58.29,103.25,9.88,17.56,18.22,,6.8,2.09,6.82,0.0,0.29,,,,19.94,49.4,0.91,95.48,27.34,726.5,0.22
2020-03-16 07:00:00,2020-03-16 08:00:00,44.91,108.92,10.67,17.17,18.22,,9.03,1.17,6.73,0.0,0.0,,,,20.2,49.35,0.84,92.77,74.05,725.87,0.22
2020-03-16 08:00:00,2020-03-16 09:00:00,65.6,124.05,20.31,17.38,25.47,,7.55,1.01,6.62,0.0,0.63,,,,21.01,48.24,0.65,101.53,259.45,725.2,0.26
2020-03-16 09:00:00,2020-03-16 10:00:00,110.91,114.9,10.46,16.87,18.42,,11.01,0.96,27.16,0.0,0.0,,0.17,,23.0,45.48,0.85,116.68,494.05,724.7,0.34
2020-03-16 10:00:00,2020-03-16 11:00:00,122.16,141.47,6.57,15.37,14.79,,9.01,2.35,40.03,0.0,0.61,,0.02,,24.45,43.0,0.9,100.66,561.8,724.52,0.36
2020-03-16 11:00:00,2020-03-16 12:00:00,90.78,102.58,6.98,12.29,11.35,,11.35,0.53,34.5,0.0,0.28,,0.12,,25.87,39.0,0.71,91.76,818.5,724.85,0.4
2020-03-16 12:00:00,2020-03-16 13:00:00,68.44,79.2,6.61,12.02,10.25,,11.0,0.38,37.05,0.0,0.0,,,,26.98,35.84,0.86,79.95,904.28,725.62,0.42
2020-03-16 13:00:00,2020-03-16 14:00:00,35.59,93.9,7.04,19.13,16.73,,11.41,0.9,59.23,0.0,0.0,,,,28.09,34.2,0.56,84.34,928.87,726.3,0.44
2020-03-16 14:00:00,2020-03-16 15:00:00,20.63,96.47,8.49,22.04,19.42,,10.56,1.06,54.05,0.0,0.25,,,,28.84,33.28,0.79,116.22,878.07,727.05,0.44
2020-03-16 15:00:00,2020-03-16 16:00:00,44.14,85.55,22.2,39.98,39.78,,10.97,0.18,53.31,0.0,0.06,,,,29.65,32.6,0.82,85.14,786.03,727.65,0.38
2020-03-16 16:00:00,2020-03-16 17:00:00,31.58,75.58,96.9,44.7,101.95,,11.97,0.35,45.54,0.0,0.0,,,,29.73,31.85,0.89,68.85,590.75,728.05,0.38
2020-03-16 17:00:00,2020-03-16 18:00:00,23.39,85.4,19.2,25.02,21.81,,10.14,1.24,73.86,0.0,0.23,,,,29.47,32.13,0.84,94.34,275.6,727.9,0.33
2020-03-16 18:00:00,2020-03-16 19:00:00,17.6,81.68,20.91,84.2,61.89,,6.66,1.52,79.39,0.0,0.63,,,,28.3,32.85,0.78,64.58,68.38,727.6,0.32
2020-03-16 19:00:00,2020-03-16 20:00:00,39.81,68.95,29.73,131.59,93.77,,6.65,1.57,41.02,0.0,1.57,,,,26.96,34.47,0.34,72.92,53.7,727.17,0.31
2020-03-16 20:00:00,2020-03-16 21:00:00,29.56,92.22,63.06,65.65,85.91,,8.7,1.21,35.94,0.0,1.84,,0.73,0.27,25.81,35.68,0.27,66.4,151.3,726.8,0.3
2020-03-16 21:00:00,2020-03-16 22:00:00,66.81,91.3,341.49,102.18,327.78,,35.52,1.28,78.59,0.0,1.69,,0.41,,25.72,35.58,0.76,63.69,175.27,726.65,0.3
2020-03-16 22:00:00,2020-03-16 23:00:00,52.56,105.35,261.21,73.72,129.54,,22.55,3.09,32.6,0.0,1.09,0.34,,,25.09,36.55,0.45,76.21,305.02,726.25,0.29
2020-03-16 23:00:00,2020-03-17 00:00:00,59.14,116.33,21.47,61.4,47.87,,11.42,2.63,9.76,0.0,0.54,,0.17,,24.59,37.13,0.6,72.9,130.85,726.27,0.27
2020-03-17 00:00:00,2020-03-17 01:00:00,92.12,131.8,22.95,48.8,44.99,,10.09,1.53,9.74,0.0,0.65,,0.13,,23.89,37.73,0.47,78.05,66.82,726.48,0.27
2020-03-17 01:00:00,2020-03-17 02:00:00,86.15,130.12,61.86,34.36,68.57,,9.21,0.84,8.01,0.0,0.0,,,,23.11,38.39,0.51,76.91,109.62,726.92,0.27
2020-03-17 02:00:00,2020-03-17 03:00:00,79.32,125.08,87.52,32.06,87.89,,19.53,0.68,13.96,0.0,0.32,,,,22.58,39.8,0.68,78.93,100.19,727.4,0.27
2020-03-17 03:00:00,2020-03-17 04:00:00,62.91,134.28,26.32,12.28,20.18,,1.03,2.08,12.74,0.0,0.0,,,,22.6,42.18,0.82,95.8,97.42,727.48,0.27
2020-03-17 04:00:00,2020-03-17 05:00:00,42.83,150.62,19.46,26.84,30.71,,2.39,1.71,10.29,0.0,0.0,,,,22.09,44.0,0.9,97.33,201.06,727.67,0.27
2020-03-17 05:00:00,2020-03-17 06:00:00,65.6,136.82,20.4,25.8,30.92,,6.53,0.86,9.33,0.0,0.4,,,,21.51,44.93,0.8,92.72,244.34,727.32,0.27
2020-03-17 06:00:00,2020-03-17 07:00:00,45.72,142.05,68.12,35.2,74.01,,7.12,0.99,8.19,0.0,0.0,,,,20.95,45.48,0.46,91.56,53.34,726.8,0.27
2020-03-17 07:00:00,2020-03-17 08:00:00,71.04,149.22,89.52,35.28,91.17,,23.5,1.48,27.21,0.0,0.97,,,,21.43,44.85,0.65,92.56,174.59,726.27,0.25
2020-03-17 08:00:00,2020-03-17 09:00:00,65.59,160.03,15.18,15.08,16.62,,9.82,2.42,7.86,0.0,0.52,,,,23.15,43.04,0.71,104.9,255.15,725.53,0.22
2020-03-17 09:00:00,2020-03-17 10:00:00,97.31,183.67,32.76,53.68,55.4,,9.29,0.25,33.23,0.0,0.79,,,,25.11,40.98,0.91,121.2,476.72,725.25,0.25
2020-03-17 10:00:00,2020-03-17 11:00:00,107.44,182.23,35.37,65.81,63.84,,8.4,0.7,55.17,0.43,0.71,,0.21,,27.53,38.19,1.08,143.31,726.74,725.35,0.29
2020-03-17 11:00:00,2020-03-17 12:00:00,74.75,138.53,30.18,69.83,60.35,,8.02,1.52,90.12,0.0,0.69,,0.15,,29.1,35.53,1.19,137.31,811.31,725.58,0.27
2020-03-17 12:00:00,2020-03-17 13:00:00,115.21,150.47,32.43,68.31,62.8,,7.37,1.35,86.48,0.0,1.01,0.25,,,30.16,33.62,1.07,138.13,801.24,725.97,0.27
2020-03-17 13:00:00,2020-03-17 14:00:00,67.38,159.15,25.0,65.41,55.26,,8.64,0.22,85.76,0.0,0.05,,,,31.11,32.11,1.13,142.98,799.41,726.75,0.25
2020-03-17 14:00:00,2020-03-17 15:00:00,55.97,142.0,36.66,69.3,66.68,,7.18,0.41,68.49,0.0,0.26,0.21,0.2,,31.92,30.92,0.96,128.48,733.04,727.62,0.24
2020-03-17 15:00:00,2020-03-17 16:00:00,52.66,146.47,72.58,47.01,63.66,,12.18,0.59,84.25,0.0,0.04,,0.31,,32.46,30.49,0.89,141.64,667.39,728.25,0.23
2020-03-17 16:00:00,2020-03-17 17:00:00,31.79,147.6,8.67,39.03,17.22,,9.06,1.75,113.92,0.83,0.0,0.34,,,32.66,29.87,0.87,126.37,578.47,728.3,0.22
2020-03-17 17:00:00,2020-03-17 18:00:00,36.56,146.83,25.35,120.64,84.53,,5.22,2.97,74.47,0.0,0.39,,,,32.47,30.15,0.71,136.72,304.13,728.27,0.21
2020-03-17 18:00:00,2020-03-17 19:00:00,52.01,150.9,56.84,141.66,120.72,,5.66,2.19,49.09,0.0,1.7,,0.57,0.26,30.81,31.55,0.29,117.08,148.5,728.2,0.19
2020-03-17 19:00:00,2020-03-17 20:00:00,60.19,163.32,75.05,76.65,101.26,,20.59,0.12,56.52,0.44,2.44,,1.38,,28.7,33.39,0.13,79.11,80.31,727.93,0.18
2020-03-17 20:00:00,2020-03-17 21:00:00,87.53,200.22,22.97,74.21,12.59,,17.73,0.99,54.03,1.79,9.33,,3.56,0.94,27.95,34.18,0.28,80.13,25.72,727.27,0.24
2020-03-17 21:00:00,2020-03-17 22:00:00,101.61,237.53,35.6,135.84,100.68,,4.57,2.85,57.45,1.18,7.57,0.62,3.59,0.74,27.78,34.09,0.48,78.19,29.4,727.05,0.39
2020-03-17 22:00:00,2020-03-17 23:00:00,80.47,207.9,31.43,102.45,85.04,,4.19,1.56,53.39,0.0,2.68,,0.79,,27.33,34.53,0.65,101.35,30.99,726.9,0.39
2020-03-17 23:00:00,2020-03-18 00:00:00,77.73,150.3,50.37,57.58,71.53,,11.09,0.15,11.27,0.0,0.11,,0.2,,26.56,34.84,0.54,102.03,33.34,727.13,0.39
2020-03-18 00:00:00,2020-03-18 01:00:00,,,17.15,49.84,34.03,,12.55,1.36,26.03,0.0,0.95,,0.17,,25.66,35.81,0.37,90.2,43.02,727.22,0.38
2020-03-18 01:00:00,2020-03-18 02:00:00,99.89,157.15,14.73,53.99,41.13,,1.74,2.99,16.42,0.0,0.0,,,,25.0,36.89,0.45,83.33,32.84,727.35,0.35
2020-03-18 02:00:00,2020-03-18 03:00:00,58.83,144.72,19.17,60.63,48.17,,5.22,2.86,11.71,0.0,0.27,,,,24.53,38.04,0.49,81.73,32.64,727.75,0.34
2020-03-18 03:00:00,2020-03-18 04:00:00,56.75,144.95,35.07,44.46,52.42,,9.69,0.34,22.27,0.0,0.03,,,,24.01,38.99,0.54,88.13,35.21,728.08,0.34
2020-03-18 04:00:00,2020-03-18 05:00:00,75.9,133.25,42.16,25.57,36.03,,9.67,0.59,11.5,0.0,0.83,,,,23.57,40.02,0.48,83.11,55.94,728.05,0.34
2020-03-18 05:00:00,2020-03-18 06:00:00,68.89,148.6,23.87,97.77,71.01,,1.49,3.09,22.23,0.0,0.36,,,,23.34,40.52,0.44,89.12,48.12,727.6,0.34
2020-03-18 06:00:00,2020-03-18 07:00:00,60.22,160.5,36.09,107.28,86.12,,3.13,2.81,18.92,0.0,0.33,,,,23.02,40.92,0.37,103.96,53.01,727.2,0.34
2020-03-18 07:00:00,2020-03-18 08:00:00,43.29,171.23,38.29,90.81,79.26,,4.93,1.54,3.3,0.0,0.31,,,,23.38,40.28,0.56,100.24,102.55,726.62,0.33
2020-03-18 08:00:00,2020-03-18 09:00:00,87.83,181.45,51.43,57.27,72.15,,7.34,0.45,18.41,0.0,0.32,,,,24.55,39.29,0.83,104.81,303.38,726.27,0.32
2020-03-18 09:00:00,2020-03-18 10:00:00,132.82,164.38,17.29,58.93,43.76,,7.81,2.33,48.8,0.0,0.34,,,,26.77,38.42,0.74,119.03,633.76,725.8,0.34
2020-03-18 10:00:00,2020-03-18 11:00:00,114.31,189.63,27.73,72.09,62.02,,7.62,2.84,45.06,0.0,0.64,,,,29.13,36.71,0.67,128.46,698.76,725.8,0.35
2020-03-18 11:00:00,2020-03-18 12:00:00,63.22,135.35,202.98,93.88,212.62,,13.44,0.33,39.29,0.0,0.16,,,,31.47,33.15,0.92,183.28,807.86,726.6,0.36
2020-03-18 12:00:00,2020-03-18 13:00:00,96.92,122.62,232.69,55.69,119.64,,14.8,0.4,99.07,0.0,1.23,,,,33.83,31.14,0.66,172.63,831.91,727.33,0.38
2020-03-18 13:00:00,2020-03-18 14:00:00,57.48,148.25,15.01,53.2,40.79,,7.4,1.09,92.82,0.0,0.0,,,,35.62,30.06,0.79,131.78,868.1,728.15,0.4
2020-03-18 14:00:00,2020-03-18 15:00:00,50.47,131.9,19.45,43.38,39.36,,6.16,1.07,95.12,0.0,0.0,,,,36.2,29.68,0.65,110.74,778.8,728.95,0.39
2020-03-18 15:00:00,2020-03-18 16:00:00,34.5,114.32,49.79,45.72,64.86,,6.7,0.71,58.67,0.0,0.0,,,,36.33,29.09,0.52,129.88,640.25,729.85,0.35
2020-03-18 16:00:00,2020-03-18 17:00:00,31.87,123.78,60.62,36.3,50.67,,11.27,0.14,91.45,0.0,0.89,,0.04,,36.52,28.91,0.49,137.51,605.02,730.2,0.33
2020-03-18 17:00:00,2020-03-18 18:00:00,33.65,123.08,18.43,55.14,37.22,,10.18,0.89,76.56,0.0,0.98,,0.25,,36.29,29.17,0.39,88.84,499.62,730.28,0.29
2020-03-18 18:00:00,2020-03-18 19:00:00,45.71,116.95,38.73,138.94,104.82,,9.63,1.99,54.04,0.49,1.15,0.06,0.58,,34.11,30.82,0.05,114.26,163.12,730.15,0.26
2020-03-18 19:00:00,2020-03-18 20:00:00,53.47,151.23,143.04,178.2,208.81,,13.62,3.54,23.32,1.02,9.73,0.55,3.87,0.82,31.07,35.05,0.06,138.59,82.58,729.98,0.24
2020-03-18 20:00:00,2020-03-18 21:00:00,135.15,220.8,201.41,245.2,278.35,,21.52,4.4,35.19,3.83,14.5,1.1,6.95,2.52,29.75,37.94,0.07,220.28,111.02,729.62,0.24
2020-03-18 21:00:00,2020-03-18 22:00:00,220.94,309.57,411.48,301.98,377.88,,28.01,0.02,34.62,19.29,56.0,4.97,25.28,10.88,29.59,38.26,0.21,153.19,60.98,729.2,0.22
2020-03-18 22:00:00,2020-03-18 23:00:00,217.05,371.33,235.97,187.07,287.8,,22.09,0.01,33.55,9.05,21.43,1.58,12.08,3.96,28.82,36.8,0.12,67.74,37.47,729.35,0.18
2020-03-18 23:00:00,2020-03-19 00:00:00,163.01,308.07,172.66,170.84,228.65,,18.17,7.23,14.25,2.96,10.92,1.05,6.25,1.18,29.23,35.04,0.21,97.69,53.17,729.53,0.36
2020-03-19 00:00:00,2020-03-19 01:00:00,180.4,273.73,224.64,88.45,227.11,,22.57,3.6,31.16,3.56,11.04,1.42,6.29,0.71,26.56,40.55,0.07,175.83,97.65,729.9,0.37
2020-03-19 01:00:00,2020-03-19 02:00:00,150.3,260.07,168.58,72.45,173.87,,3.81,1.12,29.21,0.77,8.78,1.05,4.86,0.87,25.84,42.53,0.07,130.37,126.63,730.1,0.37
2020-03-19 02:00:00,2020-03-19 03:00:00,113.59,246.72,10.11,55.02,8.3,,3.84,0.96,10.14,0.0,2.39,,0.82,,25.79,41.23,0.17,162.61,107.55,730.25,0.37
2020-03-19 03:00:00,2020-03-19 04:00:00,86.08,223.57,27.05,70.31,59.54,,15.25,0.27,15.25,0.0,0.19,,0.12,,26.21,38.28,0.33,85.34,66.61,730.55,0.37
2020-03-19 04:00:00,2020-03-19 05:00:00,70.34,172.55,108.88,94.15,137.48,,14.57,0.42,8.43,0.0,0.23,,,,25.87,38.78,0.14,113.14,100.52,730.85,0.37
2020-03-19 05:00:00,2020-03-19 06:00:00,81.43,165.1,107.79,59.2,118.29,,1.64,0.16,13.82,0.0,1.21,,0.04,,24.77,41.1,0.07,233.84,99.57,730.7,0.37
2020-03-19 06:00:00,2020-03-19 07:00:00,104.1,178.62,71.91,71.81,74.5,,2.14,1.07,12.82,0.0,0.77,,0.15,,24.03,43.16,0.12,103.4,78.16,730.02,0.33
2020-03-19 07:00:00,2020-03-19 08:00:00,66.11,210.57,392.47,231.77,405.21,,8.15,2.73,9.53,1.78,5.24,,0.94,0.43,25.84,42.28,0.09,128.38,145.0,729.82,0.37
2020-03-19 08:00:00,2020-03-19 09:00:00,120.73,305.43,59.91,113.04,108.19,,6.27,2.55,33.35,2.16,5.67,,2.82,0.38,29.23,36.67,0.52,119.63,307.88,729.27,0.36
2020-03-19 09:00:00,2020-03-19 10:00:00,,242.1,67.31,68.88,91.0,,12.36,0.42,32.18,0.0,1.36,,0.28,,30.66,35.44,0.54,160.22,515.8,729.2,0.37
2020-03-19 10:00:00,2020-03-19 11:00:00,49.97,208.27,38.74,44.12,43.95,,14.92,0.59,40.7,0.0,1.14,,0.29,,32.99,33.92,0.85,243.69,626.82,729.05,0.36
2020-03-19 11:00:00,2020-03-19 12:00:00,104.86,165.85,28.51,77.98,48.41,,1.1,2.5,76.39,0.0,1.66,,,,35.3,31.3,1.03,245.58,711.41,729.3,0.33
2020-03-19 12:00:00,2020-03-19 13:00:00,101.27,198.72,23.95,31.37,36.67,,2.73,1.75,83.14,0.0,0.38,,,,36.36,29.42,1.22,277.2,753.9,729.97,0.33
2020-03-19 13:00:00,2020-03-19 14:00:00,79.09,153.12,37.65,28.84,46.31,,4.93,0.16,69.13,0.0,0.0,,,,36.62,28.59,1.41,209.54,805.31,731.05,0.33
2020-03-19 14:00:00,2020-03-19 15:00:00,58.86,137.03,107.15,92.05,99.87,,4.96,0.33,61.37,0.12,0.65,,0.08,,36.74,28.15,1.45,123.36,763.27,732.37,0.31
2020-03-19 15:00:00,2020-03-19 16:00:00,50.07,136.75,309.46,76.34,288.63,,1.03,1.8,88.51,0.38,0.0,,,,36.95,28.22,0.89,253.49,428.77,732.83,0.29
2020-03-19 16:00:00,2020-03-19 17:00:00,46.08,137.53,42.9,37.47,54.62,,2.62,1.55,91.17,0.0,0.37,,,,36.46,28.36,0.8,300.94,207.82,733.02,0.25
2020-03-19 17:00:00,2020-03-19 18:00:00,51.42,127.47,19.06,46.87,40.88,,3.41,0.39,91.92,0.0,0.54,,,,36.68,28.51,0.87,269.32,219.6,732.95,0.34
2020-03-19 18:00:00,2020-03-19 19:00:00,64.66,118.75,22.91,68.5,55.06,,2.87,0.58,73.95,0.0,0.51,,0.04,,35.14,29.31,0.41,290.77,63.73,732.77,0.43
2020-03-19 19:00:00,2020-03-19 20:00:00,89.22,146.2,194.51,224.89,259.94,,10.85,3.54,34.11,0.45,7.25,0.15,2.15,0.3,31.89,33.59,0.1,124.4,97.08,732.3,0.41
2020-03-19 20:00:00,2020-03-19 21:00:00,130.28,283.17,407.82,268.29,438.2,,28.79,6.74,26.83,9.99,43.81,3.62,20.18,8.38,30.69,35.99,0.06,115.44,63.48,732.02,0.36
2020-03-19 21:00:00,2020-03-19 22:00:00,232.2,373.52,393.91,251.5,409.34,,31.63,0.14,33.18,14.93,47.21,4.04,23.02,9.69,29.13,38.87,0.06,170.6,94.79,731.73,0.31
2020-03-19 22:00:00,2020-03-19 23:00:00,340.98,421.62,352.02,185.43,379.79,,35.03,0.1,28.43,15.32,50.93,4.93,24.09,11.15,28.62,39.38,0.1,179.58,78.41,731.67,0.28
2020-03-19 23:00:00,2020-03-20 00:00:00,304.96,455.0,327.1,200.66,367.82,,41.41,0.1,15.51,9.6,35.28,3.15,17.92,7.3,28.31,39.48,0.13,229.77,27.16,731.4,0.21
2020-03-20 00:00:00,2020-03-20 01:00:00,221.25,392.23,289.6,187.8,331.1,,16.33,0.12,16.42,5.46,20.06,2.81,10.78,2.95,27.66,40.22,0.2,287.34,26.56,731.62,0.21
2020-03-20 01:00:00,2020-03-20 02:00:00,179.03,334.88,239.18,171.14,282.03,,19.53,0.2,6.45,2.54,12.49,1.67,7.42,1.91,27.06,39.93,0.1,216.38,44.52,732.1,0.25
2020-03-20 02:00:00,2020-03-20 03:00:00,175.05,277.35,211.99,128.57,237.99,,26.6,0.11,2.18,1.42,11.69,1.16,6.08,1.34,26.89,39.61,0.07,261.24,102.14,732.67,0.28
2020-03-20 03:00:00,2020-03-20 04:00:00,155.09,215.0,141.41,139.0,186.99,,22.33,0.1,2.46,0.0,7.43,0.1,2.84,1.0,26.74,39.52,0.08,232.27,321.92,732.85,0.28
2020-03-20 04:00:00,2020-03-20 05:00:00,115.34,206.2,223.46,159.43,263.32,,3.97,0.13,1.45,0.0,5.15,0.63,1.73,0.18,26.97,39.98,0.3,167.18,299.4,733.02,0.28
2020-03-20 05:00:00,2020-03-20 06:00:00,107.25,211.7,162.19,122.02,194.72,,2.05,0.5,2.63,0.97,3.08,,0.26,0.14,25.63,41.73,0.34,156.5,189.98,732.88,0.28
2020-03-20 06:00:00,2020-03-20 07:00:00,110.52,199.98,147.02,75.47,157.45,,3.19,0.16,2.58,0.91,3.32,,1.16,0.16,24.75,40.99,0.12,133.38,98.15,732.4,0.28
2020-03-20 07:00:00,2020-03-20 08:00:00,114.7,181.62,67.52,86.33,100.31,,2.56,0.25,7.53,0.0,1.33,,0.63,,25.51,39.37,0.08,121.17,239.55,731.73,0.31
2020-03-20 08:00:00,2020-03-20 09:00:00,117.67,194.4,74.98,89.18,107.77,,1.28,1.34,12.22,0.0,1.02,,,,27.84,37.18,0.58,149.99,268.01,731.05,0.36
2020-03-20 09:00:00,2020-03-20 10:00:00,109.38,186.97,35.8,66.68,64.64,,2.33,1.27,37.76,0.0,1.84,,0.2,,30.11,35.86,0.43,217.83,459.87,730.62,0.38
2020-03-20 10:00:00,2020-03-20 11:00:00,143.51,183.75,50.49,60.66,72.68,,7.85,0.24,42.81,0.0,2.46,,0.59,,31.96,34.78,0.75,238.42,622.6,730.7,0.37
2020-03-20 11:00:00,2020-03-20 12:00:00,116.47,161.9,7.67,70.6,41.66,,7.37,0.43,109.28,0.0,2.56,,0.25,,33.62,33.4,1.13,256.4,772.01,730.73,0.37
2020-03-20 12:00:00,2020-03-20 13:00:00,94.08,235.12,19.45,44.35,39.88,,2.21,0.52,131.55,0.0,1.82,,,,34.89,32.27,1.07,282.24,778.01,731.4,0.34
2020-03-20 13:00:00,2020-03-20 14:00:00,76.3,217.82,16.24,46.24,38.29,,3.65,1.16,142.09,0.0,0.38,,,,36.18,31.12,1.14,260.65,808.42,732.25,0.32
2020-03-20 14:00:00,2020-03-20 15:00:00,57.76,185.97,91.94,48.34,99.94,,9.94,0.51,110.72,0.0,1.1,,,,36.78,30.42,1.12,261.94,721.62,733.38,0.32
2020-03-20 15:00:00,2020-03-20 16:00:00,44.27,186.25,53.5,31.5,59.39,,11.39,0.58,127.92,0.0,0.57,,0.14,,37.06,30.05,1.1,293.18,672.27,733.97,0.32
2020-03-20 16:00:00,2020-03-20 17:00:00,36.03,167.55,14.4,32.97,29.86,,5.91,1.29,136.0,0.0,0.95,,,,36.9,30.03,1.14,281.28,450.95,734.33,0.31
2020-03-20 17:00:00,2020-03-20 18:00:00,63.75,159.2,16.89,40.12,35.6,,4.36,0.92,98.48,0.0,0.0,,,,36.33,30.43,0.96,265.21,213.45,734.4,0.28
2020-03-20 18:00:00,2020-03-20 19:00:00,57.93,154.65,46.47,39.52,58.95,,5.29,0.14,67.08,0.0,0.29,,0.02,,34.62,31.22,1.51,278.3,139.78,734.38,0.27
2020-03-20 19:00:00,2020-03-20 20:00:00,70.75,152.6,24.65,23.39,20.34,,8.06,1.03,43.45,0.0,0.0,,0.11,,33.36,31.43,1.37,281.92,284.78,733.53,0.22
2020-03-20 20:00:00,2020-03-20 21:00:00,74.23,169.08,7.84,47.68,32.31,,3.85,2.42,35.38,0.0,0.0,,0.15,,32.27,30.07,1.13,274.56,314.36,732.98,0.2
2020-03-20 21:00:00,2020-03-20 22:00:00,62.12,143.6,,,,,7.54,1.19,35.01,0.0,0.35,,,,31.0,31.44,1.07,268.03,139.07,732.6,0.19
2020-03-20 22:00:00,2020-03-20 23:00:00,86.7,117.05,86.72,51.78,97.57,,15.62,1.03,39.75,0.0,0.0,,,,29.95,33.5,0.87,264.25,142.47,732.48,0.19
