From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s),Xylene (ug/m3),AT (degree C)
2014-05-09 10:00:00,2014-05-09 11:00:00,,,9.33,20.75,45.99,,2.75,5.25,2.5,5.61,10.9,1.42,3.7,2.81,33.01,38.22,1.18,160.55,462.31,1012.29,,,
2014-05-09 11:00:00,2014-05-09 12:00:00,,,8.88,28.75,47.48,,3.0,6.5,2.5,5.65,10.98,1.42,3.71,2.84,34.54,34.67,1.1,157.56,503.35,1012.19,,,
2014-05-09 12:00:00,2014-05-09 13:00:00,,,10.23,37.0,48.47,,3.5,8.0,3.0,5.81,11.3,1.44,3.79,2.93,35.8,31.38,1.13,154.77,447.2,1012.1,,,
2014-05-09 13:00:00,2014-05-09 14:00:00,,,8.52,29.0,36.6,,3.25,6.5,3.75,5.04,9.81,1.37,3.44,2.5,37.02,27.72,1.06,145.0,451.29,1012.15,,,
2014-05-09 14:00:00,2014-05-09 15:00:00,,,8.2,18.33,38.1,,4.33,6.0,5.67,5.1,9.91,1.37,3.46,2.53,37.13,26.21,1.12,150.32,390.32,1012.09,,,
2014-05-09 15:00:00,2014-05-09 16:00:00,,,8.66,12.5,32.74,,3.25,4.25,4.5,4.65,9.04,1.26,3.16,2.31,37.46,24.36,1.07,136.57,289.06,1012.0,,,
2014-05-09 16:00:00,2014-05-09 17:00:00,,,8.84,10.0,40.81,,4.25,3.75,18.5,5.29,10.29,1.39,3.55,2.64,37.33,23.91,0.9,143.67,179.48,1011.83,,,
2014-05-09 17:00:00,2014-05-09 18:00:00,,,11.43,10.0,49.31,,21.25,4.0,19.0,5.96,11.57,1.45,3.85,3.01,36.5,24.94,0.83,157.27,93.33,1011.8,,,
2014-05-09 18:00:00,2014-05-09 19:00:00,,,10.99,10.5,86.96,,38.5,4.0,18.5,7.94,15.35,1.63,4.76,4.09,35.02,27.38,0.68,131.01,113.59,1011.76,,,
2014-05-09 19:00:00,2014-05-09 20:00:00,,,45.38,8.25,154.91,,33.5,3.75,18.5,14.4,27.69,2.22,7.69,7.61,32.89,33.19,0.53,43.4,90.17,1011.71,,,
2014-05-09 20:00:00,2014-05-09 21:00:00,,,85.17,8.5,160.39,,35.5,3.75,18.0,17.96,34.48,2.54,9.31,9.55,31.95,34.43,0.55,27.19,50.5,1012.24,,,
2014-05-09 21:00:00,2014-05-09 22:00:00,,,,31.0,,,139.0,13.0,63.0,,,,,,,,,,,,,,
2014-05-09 22:00:00,2014-05-09 23:00:00,,,,36.0,,,139.0,15.0,66.0,,,,,,,,,,,,,,
2014-05-09 23:00:00,2014-05-10 00:00:00,,,,44.0,,,137.0,16.0,63.0,,,,,,,,,,,,,,
2014-05-10 00:00:00,2014-05-10 01:00:00,,,,66.0,,,138.0,19.0,37.0,,,,,,,,,,,,,,
2014-05-10 01:00:00,2014-05-10 02:00:00,,,179.52,33.0,164.83,,35.25,7.25,3.0,,49.72,3.27,12.94,13.9,29.52,42.33,0.49,41.41,20.88,1012.15,,,
2014-05-10 02:00:00,2014-05-10 03:00:00,,,80.45,41.0,122.22,,37.0,8.75,2.75,,29.84,2.32,8.2,8.23,28.87,44.7,0.5,53.71,17.61,1012.09,,,
2014-05-10 03:00:00,2014-05-10 04:00:00,,,67.69,,108.3,,,0.0,,,26.42,2.16,7.39,7.25,28.55,45.49,0.52,67.93,16.36,1012.14,,,
2014-05-10 04:00:00,2014-05-10 05:00:00,,,119.94,,127.57,,,0.0,,,36.57,2.64,9.81,10.15,27.8,50.97,0.5,91.17,15.08,1012.14,,,
2014-05-10 05:00:00,2014-05-10 06:00:00,,,150.94,,136.23,,,0.0,,,42.32,2.91,11.17,11.79,27.38,54.02,0.48,99.88,18.37,1012.13,,,
2014-05-10 06:00:00,2014-05-10 07:00:00,,,264.86,,156.4,,,0.0,,,62.23,3.86,15.92,17.48,28.1,53.82,0.48,75.68,63.76,1012.09,,,
2014-05-10 07:00:00,2014-05-10 08:00:00,,,254.76,59.25,210.73,,39.25,11.75,2.75,,66.2,4.05,16.87,18.62,30.59,50.69,0.5,116.59,206.87,1012.21,,,
2014-05-10 08:00:00,2014-05-10 09:00:00,,,77.02,35.5,206.48,,37.0,7.75,2.5,,37.91,2.7,10.13,10.53,33.31,39.35,0.62,98.88,370.39,1012.26,,,
2014-05-10 09:00:00,2014-05-10 10:00:00,,,10.36,31.5,68.3,,3.5,7.0,2.5,,13.34,1.53,4.28,3.51,35.28,31.31,0.74,67.51,445.42,1012.23,,,
2014-05-10 10:00:00,2014-05-10 11:00:00,,,9.18,43.5,59.56,,2.75,9.0,2.5,,12.27,1.48,4.02,3.2,36.38,28.76,0.87,86.3,514.97,1012.18,,,
2014-05-10 11:00:00,2014-05-10 12:00:00,,,7.0,50.5,41.21,,1.25,10.25,2.5,,10.04,1.38,3.49,2.57,37.2,27.64,0.82,100.07,410.76,1011.99,,,
2014-05-10 12:00:00,2014-05-10 13:00:00,,,6.75,74.0,37.0,,0.5,14.25,2.75,,9.58,1.36,3.38,2.43,37.59,25.83,0.89,132.84,369.47,1012.11,,,
2014-05-10 13:00:00,2014-05-10 14:00:00,,,6.62,78.25,35.01,,0.5,15.0,3.5,,9.35,1.35,3.33,2.37,38.05,25.61,0.92,143.12,362.21,1011.96,,,
2014-05-10 14:00:00,2014-05-10 15:00:00,,,5.49,45.25,24.61,,0.5,9.25,16.75,,8.11,1.28,3.03,2.02,38.09,25.5,0.89,114.27,300.15,1011.99,,,
2014-05-10 15:00:00,2014-05-10 16:00:00,,,5.38,13.5,26.3,,0.5,4.25,18.5,,8.26,1.29,3.07,2.06,38.09,25.75,0.85,121.22,202.71,1011.98,,,
2014-05-10 16:00:00,2014-05-10 17:00:00,,,6.53,12.0,46.55,,0.5,4.25,19.0,,10.52,1.4,3.6,2.71,35.99,28.01,1.08,147.87,98.88,1012.0,,,
2014-05-10 17:00:00,2014-05-10 18:00:00,,,6.92,8.75,49.33,,0.5,3.75,18.25,,10.86,1.42,3.69,2.8,31.44,39.99,1.5,65.21,12.9,1011.92,,,
2014-05-10 18:00:00,2014-05-10 19:00:00,,,10.13,8.0,97.44,,0.5,3.5,17.75,,16.28,1.68,4.98,4.35,30.9,42.78,1.14,119.09,9.94,1011.88,,,
2014-05-10 19:00:00,2014-05-10 20:00:00,,,8.93,7.75,74.52,,0.5,3.5,17.75,,13.75,1.56,4.38,3.63,30.27,42.55,1.34,114.03,23.91,1011.68,,,
2014-05-10 20:00:00,2014-05-10 21:00:00,,,12.02,5.75,75.79,,0.5,3.25,17.25,,14.37,1.59,4.52,3.8,29.47,45.91,1.54,157.51,24.11,1011.68,,,
2014-05-10 21:00:00,2014-05-10 22:00:00,,,8.46,6.0,47.04,,0.5,3.25,16.5,,10.87,1.42,3.69,2.81,27.94,51.34,2.5,170.59,23.14,1011.75,,,
2014-05-10 22:00:00,2014-05-10 23:00:00,,,7.56,9.5,42.6,,0.5,3.75,15.75,,10.28,1.39,3.54,2.63,27.94,49.13,2.27,175.32,49.16,1011.99,,,
2014-05-10 23:00:00,2014-05-11 00:00:00,,,8.43,10.0,51.6,,0.5,3.75,15.25,,11.33,1.44,3.8,2.94,27.34,49.89,1.81,121.32,122.59,1011.81,,,
2014-05-11 00:00:00,2014-05-11 01:00:00,,,8.66,18.0,52.06,,0.5,5.0,4.75,,11.41,1.44,3.82,2.96,26.96,51.78,1.39,124.11,97.96,1011.9,,,
2014-05-11 01:00:00,2014-05-11 02:00:00,,,6.91,14.25,50.36,,0.5,4.5,2.75,,10.97,1.42,3.71,2.84,27.16,50.41,1.3,124.22,48.12,1011.89,,,
2014-05-11 02:00:00,2014-05-11 03:00:00,,,6.26,15.25,30.2,,0.5,4.5,2.75,,8.81,1.32,3.2,2.21,27.37,49.01,1.17,108.58,46.01,1012.04,,,
2014-05-11 03:00:00,2014-05-11 04:00:00,,,6.3,10.0,39.98,,0.5,3.75,2.75,,9.81,1.37,3.44,2.5,27.12,50.05,0.68,89.22,85.91,1012.04,,,
2014-05-11 04:00:00,2014-05-11 05:00:00,,,7.5,9.0,55.11,,0.5,3.75,2.75,,11.55,1.45,3.85,3.0,27.27,49.07,0.71,127.28,88.36,1011.99,,,
2014-05-11 05:00:00,2014-05-11 06:00:00,,,9.85,10.5,63.26,,0.5,4.0,3.25,,12.75,1.51,4.14,3.34,26.78,51.98,0.67,145.64,98.98,1011.93,,,
2014-05-11 06:00:00,2014-05-11 07:00:00,,,11.54,10.75,63.0,,0.5,4.0,3.0,,12.98,1.52,4.19,3.41,26.86,53.89,0.75,145.42,161.89,1011.99,,,
2014-05-11 07:00:00,2014-05-11 08:00:00,,,11.09,10.0,50.49,,0.5,4.0,2.75,,11.63,1.46,3.87,3.02,27.97,51.57,0.95,155.92,191.44,1012.07,,,
2014-05-11 08:00:00,2014-05-11 09:00:00,,,11.19,6.75,47.51,,0.5,3.5,2.75,,11.35,1.44,3.8,2.94,27.77,56.28,0.91,142.01,138.41,1012.12,,,
2014-05-11 09:00:00,2014-05-11 10:00:00,,,11.59,8.25,52.09,,3.25,3.75,3.0,,11.88,1.47,3.93,3.09,27.71,54.7,1.04,162.7,163.94,1012.13,,,
2014-05-11 10:00:00,2014-05-11 11:00:00,,,11.07,11.0,51.58,,2.25,4.0,3.0,,11.74,1.46,3.9,3.06,29.54,49.77,1.04,163.59,365.24,1012.1,,,
2014-05-11 11:00:00,2014-05-11 12:00:00,,,8.55,12.75,43.55,,1.5,4.25,3.0,,10.53,1.4,3.61,2.71,31.58,43.7,0.99,141.51,359.4,1012.1,,,
2014-05-11 12:00:00,2014-05-11 13:00:00,,,7.09,13.0,35.86,,0.75,4.25,3.25,,9.51,1.36,3.37,2.42,32.9,41.17,1.08,125.25,450.6,1012.1,,,
2014-05-11 13:00:00,2014-05-11 14:00:00,,,6.57,11.0,28.69,,0.5,4.0,3.5,,8.7,1.31,3.17,2.19,33.49,38.52,1.11,144.23,258.14,1012.06,,,
2014-05-11 14:00:00,2014-05-11 15:00:00,,,6.06,10.75,24.83,,0.5,4.0,9.0,,8.22,1.29,3.06,2.05,33.93,37.15,1.4,159.75,299.55,1012.15,,,
2014-05-11 15:00:00,2014-05-11 16:00:00,,,6.15,11.5,33.16,,0.5,4.0,14.75,,9.09,1.33,3.26,2.3,34.26,35.98,1.07,132.09,300.65,1012.15,,,
2014-05-11 16:00:00,2014-05-11 17:00:00,,,5.36,11.25,25.49,,0.5,4.0,16.25,,8.19,1.29,3.05,2.04,34.55,34.98,1.14,126.61,262.19,1012.1,,,
2014-05-11 17:00:00,2014-05-11 18:00:00,,,6.81,9.5,40.64,,0.5,3.75,16.25,,9.96,1.38,3.47,2.55,33.89,34.44,1.31,142.57,161.23,1012.05,,,
2014-05-11 18:00:00,2014-05-11 19:00:00,,,6.87,8.0,55.81,,0.5,3.5,17.0,,11.52,1.45,3.84,2.99,32.64,36.31,0.9,80.25,83.12,1012.02,,,
2014-05-11 19:00:00,2014-05-11 20:00:00,,,8.01,6.75,79.44,,0.5,3.5,15.5,,14.11,1.57,4.46,3.73,31.88,38.44,0.68,154.28,78.04,1011.99,,,
2014-05-11 20:00:00,2014-05-11 21:00:00,,,13.72,6.0,87.24,,0.5,3.25,15.75,,15.8,1.65,4.86,4.22,30.84,43.11,0.66,79.48,75.29,1011.95,,,
2014-05-11 21:00:00,2014-05-11 22:00:00,,,26.84,7.25,127.22,,0.5,3.5,15.75,,21.95,1.95,6.33,5.97,29.86,45.6,0.57,78.97,74.09,1011.92,,,
2014-05-11 22:00:00,2014-05-11 23:00:00,,,30.13,6.0,123.38,,0.5,3.25,15.5,,22.07,1.95,6.36,6.0,29.57,47.95,0.55,88.55,122.13,1012.02,,,
2014-05-11 23:00:00,2014-05-12 00:00:00,,,55.75,8.5,121.03,,0.75,3.75,14.75,,25.84,2.13,7.25,7.08,28.96,51.0,0.5,103.23,61.06,1012.28,,,
2014-05-12 00:00:00,2014-05-12 01:00:00,,,123.98,11.0,129.33,,1.5,4.0,5.75,,37.39,2.68,10.0,10.38,28.41,54.14,0.48,73.22,45.34,1012.29,,,
2014-05-12 01:00:00,2014-05-12 02:00:00,,,171.83,14.75,126.26,,1.25,4.5,3.0,,44.57,3.02,11.71,12.43,28.32,55.83,0.5,90.7,40.07,1012.25,,,
2014-05-12 02:00:00,2014-05-12 03:00:00,,,84.14,17.25,93.77,,1.0,4.75,3.0,,27.51,2.21,7.65,7.56,28.52,54.45,0.63,146.69,32.59,1012.13,,,
2014-05-12 03:00:00,2014-05-12 04:00:00,,,20.5,26.25,64.21,,1.75,6.0,3.0,,14.51,1.59,4.55,3.85,28.37,52.51,0.67,142.56,30.1,1012.13,,,
2014-05-12 04:00:00,2014-05-12 05:00:00,,,8.47,26.25,25.01,,1.0,6.25,3.25,,8.62,1.31,3.15,2.16,28.94,48.88,1.56,176.63,30.86,1012.26,,,
2014-05-12 05:00:00,2014-05-12 06:00:00,,,6.1,30.75,17.34,,1.25,7.0,2.75,,7.47,1.25,2.88,1.83,28.17,50.61,1.47,168.35,35.98,1012.28,,,
2014-05-12 06:00:00,2014-05-12 07:00:00,,,8.08,44.5,23.75,,1.75,9.25,2.75,,8.43,1.3,3.11,2.11,27.8,51.08,1.35,168.42,54.04,1012.27,,,
2014-05-12 07:00:00,2014-05-12 08:00:00,,,11.47,53.0,36.09,,2.0,10.75,2.75,,10.22,1.39,3.53,2.62,27.82,51.76,0.93,133.3,114.88,1012.24,,,
2014-05-12 08:00:00,2014-05-12 09:00:00,,,10.05,32.75,36.61,,2.25,7.25,2.75,,10.06,1.38,3.5,2.57,28.82,49.02,1.06,147.86,244.89,1012.27,,,
2014-05-12 09:00:00,2014-05-12 10:00:00,,,8.48,15.25,27.32,,2.75,4.5,2.75,,8.86,1.32,3.21,2.23,30.46,45.21,1.0,146.06,377.56,1012.32,,,
2014-05-12 10:00:00,2014-05-12 11:00:00,,,7.1,6.5,26.43,,3.0,3.5,2.75,,8.55,1.31,3.14,2.14,31.95,41.46,1.05,134.91,409.76,1012.34,,,
2014-05-12 11:00:00,2014-05-12 12:00:00,,,6.36,4.75,22.06,,3.0,3.25,2.75,3.7,7.99,1.28,3.0,1.98,33.07,39.47,1.04,143.2,443.39,1012.35,,,
2014-05-12 12:00:00,2014-05-12 13:00:00,,,5.73,6.25,18.75,,2.75,3.25,2.75,3.86,7.55,1.26,2.9,1.86,33.76,36.65,1.14,140.71,489.41,1012.26,,,
2014-05-12 13:00:00,2014-05-12 14:00:00,,,6.09,9.0,17.92,,2.5,3.75,3.0,3.84,7.52,1.26,2.89,1.85,34.09,35.88,1.04,124.58,276.05,1012.13,,,
2014-05-12 14:00:00,2014-05-12 15:00:00,,,6.27,8.75,25.0,,2.25,3.75,4.0,4.24,8.28,1.29,3.07,2.07,32.28,40.8,1.02,143.23,193.66,1012.06,,,
2014-05-12 15:00:00,2014-05-12 16:00:00,,,7.11,7.0,29.8,,1.75,3.5,11.25,4.56,8.9,1.32,3.22,2.24,31.08,48.09,1.11,53.99,84.29,1012.0,,,
2014-05-12 16:00:00,2014-05-12 17:00:00,,,8.4,6.5,46.8,,1.5,3.5,14.0,5.58,10.83,1.42,3.68,2.8,31.02,48.14,1.08,55.73,106.35,1011.99,,,
2014-05-12 17:00:00,2014-05-12 18:00:00,,,10.7,5.75,62.77,,0.5,3.25,16.75,6.62,12.83,1.51,4.16,3.37,29.43,55.73,1.33,116.21,33.4,1011.97,,,
2014-05-12 18:00:00,2014-05-12 19:00:00,,,16.65,5.0,59.95,,0.5,3.25,18.75,6.96,13.47,1.54,4.31,3.55,25.96,83.43,1.36,143.32,26.51,1011.93,,,
2014-05-12 19:00:00,2014-05-12 20:00:00,,,17.96,5.0,59.55,,0.5,3.25,15.75,7.04,13.64,1.55,4.35,3.6,26.34,80.16,1.2,79.43,0.26,1011.92,,,
2014-05-12 20:00:00,2014-05-12 21:00:00,,,11.5,6.0,35.93,,0.5,3.25,14.75,5.25,10.21,1.39,3.53,2.62,26.58,78.56,1.13,71.81,,1011.96,,,
2014-05-12 21:00:00,2014-05-12 22:00:00,,,11.48,7.0,35.67,,1.5,3.5,13.25,5.24,10.18,1.38,3.52,2.61,26.59,75.97,1.07,89.96,,1011.94,,,
2014-05-12 22:00:00,2014-05-12 23:00:00,,,13.38,10.0,43.19,,2.5,3.75,13.5,5.79,11.25,1.44,3.78,2.92,26.64,73.24,1.06,94.82,,1011.93,,,
2014-05-12 23:00:00,2014-05-13 00:00:00,,,11.52,12.75,45.17,,1.75,4.25,12.5,5.75,11.16,1.43,3.76,2.89,26.62,71.12,1.02,72.02,0.08,1011.99,,,
2014-05-13 00:00:00,2014-05-13 01:00:00,,,8.15,13.75,28.71,,1.25,4.5,6.25,4.58,8.95,1.33,3.23,2.26,26.25,66.66,1.04,63.41,,1011.94,,,
2014-05-13 01:00:00,2014-05-13 02:00:00,,,8.19,14.0,28.87,,2.75,4.5,4.75,4.6,8.97,1.33,3.24,2.26,26.35,63.1,1.08,30.36,,1011.9,,,
2014-05-13 02:00:00,2014-05-13 03:00:00,,,9.53,9.0,42.34,,1.25,3.75,4.75,5.43,10.56,1.4,3.62,2.71,26.04,65.26,1.09,44.71,,1011.83,,,
2014-05-13 03:00:00,2014-05-13 04:00:00,,,7.83,9.0,30.31,,1.5,3.75,4.75,4.65,9.06,1.33,3.26,2.29,25.63,69.11,1.25,95.23,,1011.81,,,
2014-05-13 04:00:00,2014-05-13 05:00:00,,,8.69,10.5,19.08,,2.75,4.0,4.75,4.12,8.05,1.28,3.01,2.0,24.12,78.69,1.39,152.66,,1011.84,,,
2014-05-13 05:00:00,2014-05-13 06:00:00,,,6.02,10.25,2.82,,1.75,4.0,4.75,3.02,5.95,1.18,2.52,1.4,20.8,96.32,1.72,162.75,,1011.88,,,
2014-05-13 06:00:00,2014-05-13 07:00:00,,,7.32,7.0,9.47,,1.75,3.5,4.75,3.21,6.32,1.2,2.61,1.5,20.66,96.45,1.09,112.85,8.8,1011.88,,,
2014-05-13 07:00:00,2014-05-13 08:00:00,,,10.09,7.0,11.94,,1.5,3.5,4.75,3.85,7.54,1.26,2.89,1.85,21.44,95.73,1.37,106.79,83.19,1011.74,,,
2014-05-13 08:00:00,2014-05-13 09:00:00,,,8.82,9.5,8.17,,1.25,3.75,4.75,3.54,6.95,1.23,2.76,1.69,22.97,93.37,1.38,92.31,149.07,1011.73,,,
2014-05-13 09:00:00,2014-05-13 10:00:00,,,6.67,7.25,4.9,,3.0,3.5,4.75,3.19,6.28,1.2,2.59,1.5,23.71,90.88,1.18,72.22,124.52,1011.78,,,
2014-05-13 10:00:00,2014-05-13 11:00:00,,,5.81,5.75,1.73,,2.75,3.25,4.75,2.94,5.81,1.18,2.48,1.36,24.96,84.75,1.01,89.23,228.7,1011.74,,,
2014-05-13 11:00:00,2014-05-13 12:00:00,,,6.97,2.5,2.71,,2.5,2.75,4.75,3.09,6.11,1.19,2.55,1.44,26.2,77.68,0.83,88.88,322.2,1011.43,,,
2014-05-13 12:00:00,2014-05-13 13:00:00,,,8.14,3.25,5.03,,2.25,3.0,5.0,3.32,6.53,1.21,2.65,1.56,28.0,67.88,0.97,124.23,501.81,1011.07,,,
2014-05-13 13:00:00,2014-05-13 14:00:00,,,17.92,5.0,106.73,,2.25,3.25,5.25,9.57,18.45,1.78,5.49,4.97,28.96,60.1,1.03,137.31,413.01,1011.15,,,
2014-05-13 14:00:00,2014-05-13 15:00:00,,,7.59,4.0,27.18,,2.0,3.0,8.0,4.46,8.7,1.31,3.17,2.19,30.03,54.98,0.99,150.88,341.19,1011.23,,,
2014-05-13 15:00:00,2014-05-13 16:00:00,,,7.05,3.0,23.21,,1.75,3.0,11.0,4.2,8.22,1.29,3.06,2.05,30.32,54.08,1.01,127.23,266.35,1011.35,,,
2014-05-13 16:00:00,2014-05-13 17:00:00,,,9.44,2.5,34.95,,2.25,2.75,15.25,5.03,9.79,1.37,3.43,2.5,30.39,54.85,0.93,152.32,182.94,1011.43,,,
2014-05-13 17:00:00,2014-05-13 18:00:00,,,7.42,2.75,38.2,,3.25,3.0,16.5,5.03,9.81,1.37,3.43,2.5,29.73,58.21,1.13,130.47,93.6,1011.45,,,
2014-05-13 18:00:00,2014-05-13 19:00:00,,,7.07,3.5,34.77,,3.25,3.0,19.0,4.82,9.4,1.35,3.34,2.38,28.62,60.47,1.21,123.59,68.99,1011.38,,,
2014-05-13 19:00:00,2014-05-13 20:00:00,,,9.2,21.25,47.62,,3.5,5.5,17.75,5.69,11.04,1.43,3.73,2.85,28.06,64.2,1.18,145.98,124.97,1011.5,,,
2014-05-13 20:00:00,2014-05-13 21:00:00,,,13.29,6.75,60.11,,3.75,3.5,13.75,6.69,12.97,1.52,4.19,3.4,27.59,67.47,1.16,167.18,127.15,1011.56,,,
2014-05-13 21:00:00,2014-05-13 22:00:00,,,15.65,6.0,73.91,,3.25,3.25,10.25,7.62,14.74,1.6,4.61,3.91,27.21,68.03,1.01,151.29,58.4,1011.57,,,
2014-05-13 22:00:00,2014-05-13 23:00:00,,,18.5,8.25,84.33,,2.25,3.75,9.0,8.41,16.26,1.68,4.97,4.34,26.89,70.64,1.03,175.53,55.36,1011.58,,,
2014-05-13 23:00:00,2014-05-14 00:00:00,,,7.76,8.25,33.27,,1.75,3.75,7.75,4.8,9.36,1.34,3.33,2.37,26.69,68.47,2.01,162.99,55.22,1011.59,,,
2014-05-14 00:00:00,2014-05-14 01:00:00,,,6.53,7.75,24.42,,2.25,3.5,6.5,4.22,8.26,1.29,3.06,2.06,25.8,63.4,1.63,108.33,54.63,1011.58,,,
2014-05-14 01:00:00,2014-05-14 02:00:00,,,5.52,10.25,15.51,,2.75,4.0,4.25,3.67,7.19,1.24,2.81,1.75,25.45,62.2,1.36,97.77,54.83,1011.57,,,
2014-05-14 02:00:00,2014-05-14 03:00:00,,,6.7,13.0,19.28,,2.75,4.25,4.25,3.96,7.76,1.27,2.95,1.92,25.21,60.74,1.22,129.55,56.2,1011.55,,,
2014-05-14 03:00:00,2014-05-14 04:00:00,,,7.92,15.75,26.67,,2.5,4.75,3.75,4.46,8.7,1.31,3.18,2.19,24.01,74.13,1.5,163.75,65.4,1011.58,,,
2014-05-14 04:00:00,2014-05-14 05:00:00,,,6.71,18.0,17.66,,1.75,5.0,3.75,3.88,7.59,1.26,2.9,1.87,22.71,93.15,1.1,93.85,77.68,1011.58,,,
2014-05-14 05:00:00,2014-05-14 06:00:00,,,8.45,7.75,24.72,,1.5,3.5,3.75,4.4,8.59,1.31,3.15,2.15,22.9,92.58,0.92,105.63,88.69,1011.58,,,
2014-05-14 06:00:00,2014-05-14 07:00:00,,,14.85,6.0,48.91,,1.5,3.25,3.75,6.22,12.06,1.47,3.97,3.14,23.51,88.8,0.63,121.9,113.03,1011.58,,,
2014-05-14 07:00:00,2014-05-14 08:00:00,,,21.79,4.5,55.93,,1.5,3.0,3.75,7.16,13.87,1.56,4.4,3.66,25.1,82.41,0.78,157.88,182.3,1011.57,,,
2014-05-14 08:00:00,2014-05-14 09:00:00,,,13.39,5.25,38.69,,1.75,3.25,3.75,5.55,10.79,1.41,3.67,2.78,27.31,70.4,0.88,164.35,244.54,1011.64,,,
2014-05-14 09:00:00,2014-05-14 10:00:00,,,11.15,6.75,36.58,,5.25,3.5,3.75,5.25,10.23,1.38,3.53,2.62,29.03,59.97,0.97,153.06,392.0,1011.59,,,
2014-05-14 10:00:00,2014-05-14 11:00:00,,,8.08,5.0,25.69,,5.0,3.25,3.75,4.42,8.63,1.31,3.16,2.17,29.18,63.87,1.07,140.1,615.86,1011.48,,,
2014-05-14 11:00:00,2014-05-14 12:00:00,,,7.44,6.5,21.1,,4.75,3.5,4.0,4.12,8.06,1.28,3.02,2.0,29.7,60.57,1.24,143.64,674.03,1011.49,,,
2014-05-14 12:00:00,2014-05-14 13:00:00,,,6.76,11.75,19.19,,4.75,4.0,5.75,3.96,7.76,1.27,2.95,1.92,31.02,53.14,1.19,146.25,655.2,1011.66,,,
2014-05-14 13:00:00,2014-05-14 14:00:00,,,8.5,14.5,21.29,,5.25,4.5,9.0,4.22,8.24,1.29,3.06,2.05,31.85,46.76,1.1,145.13,434.99,1011.73,,,
2014-05-14 14:00:00,2014-05-14 15:00:00,,,7.12,9.75,24.01,,5.5,3.75,10.0,4.25,8.31,1.3,3.08,2.07,31.75,45.26,1.0,136.84,395.64,1011.11,,,
2014-05-14 15:00:00,2014-05-14 16:00:00,,,8.78,9.0,27.09,,5.75,3.75,12.0,4.55,8.88,1.32,3.22,2.24,31.97,44.78,1.15,155.86,342.61,1011.12,,,
2014-05-14 16:00:00,2014-05-14 17:00:00,,,6.12,6.5,22.71,,4.5,3.5,15.0,4.1,8.02,1.28,3.01,1.99,31.63,44.84,1.18,138.84,250.4,1011.13,,,
2014-05-14 17:00:00,2014-05-14 18:00:00,,,7.2,5.75,30.73,,4.0,3.25,15.75,4.62,9.0,1.33,3.25,2.27,31.28,45.33,1.01,158.03,146.14,1010.55,,,
2014-05-14 18:00:00,2014-05-14 19:00:00,,,7.17,5.25,41.37,,3.5,3.25,15.5,5.19,10.09,1.38,3.5,2.58,30.33,46.32,0.78,153.27,67.1,1008.46,,,
2014-05-14 19:00:00,2014-05-14 20:00:00,,,8.3,6.0,75.0,,4.0,3.25,12.5,7.08,13.7,1.56,4.36,3.62,29.34,49.65,0.59,151.85,129.14,1008.01,,,
2014-05-14 20:00:00,2014-05-14 21:00:00,,,10.6,6.0,107.58,,5.25,3.25,12.0,9.01,17.4,1.73,5.24,4.67,28.58,54.27,0.52,121.62,130.99,1008.06,,,
2014-05-14 21:00:00,2014-05-14 22:00:00,,,18.49,7.0,124.1,,6.0,3.5,11.25,10.54,20.32,1.87,5.94,5.51,28.15,57.49,0.58,139.36,133.61,1008.29,,,
2014-05-14 22:00:00,2014-05-14 23:00:00,,,14.89,5.75,104.02,,6.5,3.25,10.0,9.18,17.7,1.74,5.31,4.76,27.82,60.02,0.71,161.81,137.17,1011.75,,,
2014-05-14 23:00:00,2014-05-15 00:00:00,,,10.43,7.25,73.71,,6.25,3.5,8.25,7.18,13.91,1.56,4.41,3.67,27.53,62.35,0.64,161.77,141.4,1011.73,,,
2014-05-15 00:00:00,2014-05-15 01:00:00,,,10.23,8.75,65.51,,5.0,3.75,4.25,6.73,13.04,1.52,4.21,3.42,27.21,63.46,0.85,166.45,146.82,1011.71,,,
2014-05-15 01:00:00,2014-05-15 02:00:00,,,10.64,14.25,41.13,,4.25,4.5,5.25,5.46,10.61,1.41,3.63,2.73,26.92,63.35,0.76,151.45,142.38,1011.44,,,
2014-05-15 02:00:00,2014-05-15 03:00:00,,,8.39,19.75,45.6,,4.25,5.25,2.25,5.51,10.71,1.41,3.65,2.76,26.39,63.99,0.56,147.61,141.98,1011.36,,,
2014-05-15 03:00:00,2014-05-15 04:00:00,,,9.55,24.0,49.07,,4.25,5.75,1.0,5.79,11.25,1.44,3.78,2.92,26.65,60.5,0.73,153.63,136.85,1011.29,,,
2014-05-15 04:00:00,2014-05-15 05:00:00,,,11.24,20.0,50.85,,4.0,5.25,0.75,6.03,11.69,1.46,3.89,3.04,26.24,63.88,0.63,149.19,126.02,1011.26,,,
2014-05-15 05:00:00,2014-05-15 06:00:00,,,12.21,14.5,54.58,,3.75,4.5,0.75,6.3,12.23,1.49,4.01,3.19,26.15,64.53,0.8,167.09,135.03,1011.38,,,
